order_id,program,supplier,category,order_date,promised_date,actual_date,unit_cost,quantity,days_late,on_time,at_risk,supplier_trending_late,total_cost
ORD-1417,Program-D,Delta Avionics,Structural,2024-04-29,2024-06-13,2024-06-10,2220.01,10,-3,True,False,False,22200.100000000002
ORD-1418,Program-D,Aerostar Components,Electrical,2024-02-07,2024-02-28,2024-03-09,3287.27,50,10,False,False,True,164363.5
ORD-1419,Program-D,Aerostar Components,Structural,2023-06-12,2023-07-03,2023-07-04,2152.62,100,1,False,False,True,215262.0
ORD-1420,Program-B,Aerostar Components,Avionics,2023-02-18,2023-03-11,2023-03-16,2492.83,50,5,False,False,True,124641.5
ORD-1421,Program-F,Delta Avionics,Avionics,2024-03-21,2024-04-20,2024-04-19,3865.18,1,-1,True,False,False,3865.18
ORD-1422,Program-A,Orbital Systems,Avionics,2023-11-19,2023-12-03,2023-12-06,4481.96,1,3,False,False,False,4481.96
ORD-1423,Program-B,Delta Avionics,Electrical,2024-01-14,2024-02-13,2024-02-15,2166.63,25,2,False,False,False,54165.75
ORD-1424,Program-B,Vantage Precision,Structural,2024-04-15,2024-05-06,2024-05-14,3936.23,5,8,False,False,False,19681.15
ORD-1425,Program-A,Orbital Systems,Electrical,2023-10-29,2023-12-28,2023-12-28,1089.65,1,0,True,False,False,1089.65
ORD-1426,Program-C,Delta Avionics,Structural,2023-09-03,2023-11-02,2023-11-03,3943.29,25,1,False,False,False,98582.25
ORD-1427,Program-E,Northfield Machining,Fasteners,2024-05-03,2024-06-17,2024-06-17,1481.48,25,0,True,False,False,37037.0
ORD-1428,Program-D,Vantage Precision,Electrical,2023-11-29,2023-12-13,2023-12-11,4151.35,1,-2,True,False,False,4151.35
ORD-1429,Program-E,Delta Avionics,Fasteners,2024-07-25,2024-09-08,2024-09-05,2552.89,1,-3,True,False,False,2552.89
ORD-1430,Program-A,Orbital Systems,Fasteners,2023-02-16,2023-04-17,2023-04-19,2631.92,50,2,False,False,False,131596.0
ORD-1431,Program-B,Aerostar Components,Electrical,2023-10-05,2023-10-19,2023-10-16,843.81,50,-3,True,False,True,42190.5
ORD-1432,Program-E,Delta Avionics,Electrical,2023-10-21,2023-12-20,2023-12-21,3607.76,100,1,False,False,False,360776.0
ORD-1433,Program-D,Northfield Machining,Structural,2023-11-21,2023-12-05,2023-12-03,4414.23,5,-2,True,False,False,22071.149999999998
ORD-1434,Program-B,Vantage Precision,Avionics,2023-03-13,2023-04-03,2023-04-05,876.31,100,2,False,False,False,87631.0
ORD-1435,Program-C,Delta Avionics,Structural,2024-07-29,2024-08-28,2024-08-25,2173.27,10,-3,True,False,False,21732.7
ORD-1436,Program-C,Northfield Machining,Electrical,2024-03-28,2024-05-27,2024-05-26,2756.09,1,-1,True,False,False,2756.09
ORD-1437,Program-B,Orbital Systems,Electrical,2023-03-11,2023-03-25,2023-03-26,1719.17,5,1,False,False,False,8595.85
ORD-1438,Program-A,Orbital Systems,Electrical,2024-06-21,2024-07-12,2024-07-13,3893.62,100,1,False,False,False,389362.0
ORD-1439,Program-A,Delta Avionics,Structural,2023-10-12,2023-12-11,2023-12-09,2783.92,1,-2,True,False,False,2783.92
ORD-1440,Program-F,Vantage Precision,Avionics,2024-03-27,2024-05-26,2024-06-06,2620.45,10,11,False,True,False,26204.5
ORD-1441,Program-F,Aerostar Components,Electrical,2023-11-03,2023-12-03,2023-12-08,116.17,100,5,False,False,True,11617.0
ORD-1442,Program-F,Aerostar Components,Fasteners,2024-06-25,2024-07-16,2024-07-18,2534.58,1,2,False,False,True,2534.58
ORD-1443,Program-D,Vantage Precision,Electrical,2024-08-12,2024-09-02,2024-09-03,4946.63,25,1,False,False,False,123665.75
ORD-1444,Program-E,Delta Avionics,Structural,2023-09-25,2023-10-25,2023-10-24,3547.84,25,-1,True,False,False,88696.0
ORD-1445,Program-C,Vantage Precision,Avionics,2024-01-30,2024-02-29,2024-04-13,1127.45,100,44,False,True,False,112745.0
ORD-1446,Program-A,Aerostar Components,Structural,2024-04-27,2024-06-26,2024-06-23,2926.02,1,-3,True,False,True,2926.02
ORD-1447,Program-B,Northfield Machining,Avionics,2024-03-27,2024-04-17,2024-04-22,3372.23,25,5,False,False,False,84305.75
ORD-1448,Program-E,Delta Avionics,Structural,2023-04-27,2023-06-11,2023-06-09,4545.73,10,-2,True,False,False,45457.299999999996
ORD-1449,Program-E,Northfield Machining,Fasteners,2023-12-14,2024-01-04,2024-01-05,3596.17,100,1,False,False,False,359617.0
ORD-1450,Program-C,Aerostar Components,Structural,2023-05-09,2023-06-23,2023-07-06,980.21,1,13,False,True,True,980.21
ORD-1451,Program-B,Northfield Machining,Structural,2023-09-24,2023-10-15,2023-11-15,1396.13,100,31,False,True,False,139613.0
ORD-1452,Program-A,Delta Avionics,Fasteners,2024-01-17,2024-01-31,2024-01-31,2342.42,100,0,True,False,False,234242.0
ORD-1453,Program-E,Delta Avionics,Avionics,2023-06-08,2023-08-07,2023-08-13,2334.54,100,6,False,False,False,233454.0
ORD-1454,Program-D,Northfield Machining,Avionics,2023-08-10,2023-09-24,2023-09-25,1334.9,100,1,False,False,False,133490.0
ORD-1455,Program-E,Orbital Systems,Fasteners,2024-05-09,2024-06-23,2024-06-21,3929.67,1,-2,True,False,False,3929.67
ORD-1456,Program-F,Delta Avionics,Electrical,2024-03-17,2024-05-16,2024-05-20,3752.62,1,4,False,False,False,3752.62
ORD-1457,Program-F,Orbital Systems,Structural,2023-02-26,2023-04-12,2023-05-25,3753.51,50,43,False,True,False,187675.5
ORD-1458,Program-B,Delta Avionics,Uncategorized,2023-05-25,2023-07-24,2023-07-23,161.01,10,-1,True,False,False,1610.1
ORD-1459,Program-E,Delta Avionics,Electrical,2023-01-09,2023-02-23,2023-02-28,127.93,100,5,False,False,False,12793.0
ORD-1460,Program-B,Aerostar Components,Avionics,2023-01-24,2023-02-23,2023-02-22,3141.84,50,-1,True,False,True,157092.0
ORD-1461,Program-E,Northfield Machining,Electrical,2023-02-11,2023-04-12,2023-04-25,3396.82,50,13,False,True,False,169841.0
ORD-1462,Program-C,Aerostar Components,Structural,2023-12-25,2024-01-24,2024-03-01,3111.71,10,37,False,True,True,31117.1
ORD-1463,Program-E,Delta Avionics,Electrical,2023-10-24,2023-11-07,2023-11-09,2986.13,10,2,False,False,False,29861.300000000003
ORD-1464,Program-C,Orbital Systems,Avionics,2024-02-11,2024-03-03,2024-03-02,878.42,50,-1,True,False,False,43921.0
ORD-1465,Program-A,Delta Avionics,Avionics,2024-01-25,2024-02-15,2024-02-12,2620.45,25,-3,True,False,False,65511.24999999999
ORD-1466,Program-A,Vantage Precision,Structural,2023-12-14,2023-12-28,2024-01-01,144.77,1,4,False,False,False,144.77
ORD-1467,Program-C,Delta Avionics,Electrical,2023-09-30,2023-11-14,2023-12-01,3213.21,5,17,False,True,False,16066.05
ORD-1468,Program-F,Orbital Systems,Structural,2023-12-10,2023-12-31,2024-02-09,3715.8,25,40,False,True,False,92895.0
ORD-1469,Program-C,Delta Avionics,Avionics,2023-02-09,2023-03-02,2023-03-02,4410.82,100,0,True,False,False,441082.0
ORD-1470,Program-F,Delta Avionics,Structural,2024-06-01,2024-07-01,2024-07-11,4428.69,1,10,False,False,False,4428.69
ORD-1471,Program-C,Delta Avionics,Structural,2024-06-22,2024-07-06,2024-07-07,358.85,25,1,False,False,False,8971.25
ORD-1472,Program-D,Orbital Systems,Uncategorized,2024-05-05,2024-05-26,2024-06-28,2781.79,5,33,False,True,False,13908.95
ORD-1473,Program-B,Vantage Precision,Structural,2023-10-12,2023-11-02,2023-10-31,420.36,50,-2,True,False,False,21018.0
ORD-1474,Program-D,Delta Avionics,Uncategorized,2023-04-10,2023-05-25,2023-05-24,1664.96,50,-1,True,False,False,83248.0
ORD-1475,Program-F,Vantage Precision,Fasteners,2023-08-08,2023-09-22,2023-09-28,1092.01,100,6,False,False,False,109201.0
ORD-1476,Program-D,Northfield Machining,Electrical,2024-06-02,2024-06-23,2024-07-06,2838.87,100,13,False,True,False,283887.0
ORD-1477,Program-E,Delta Avionics,Avionics,2023-07-02,2023-08-01,2023-08-01,2464.78,1,0,True,False,False,2464.78
ORD-1478,Program-A,Northfield Machining,Fasteners,2023-02-04,2023-02-25,2023-02-26,1767.96,5,1,False,False,False,8839.8
ORD-1479,Program-C,Vantage Precision,Avionics,2024-06-01,2024-07-31,2024-08-23,4705.08,5,23,False,True,False,23525.4
ORD-1480,Program-C,Orbital Systems,Electrical,2024-03-20,2024-05-04,2024-05-03,3307.51,1,-1,True,False,False,3307.51
ORD-1481,Program-C,Northfield Machining,Structural,2024-02-24,2024-03-25,2024-04-04,1022.28,1,10,False,False,False,1022.28
ORD-1482,Program-A,Orbital Systems,Electrical,2024-03-17,2024-05-01,2024-05-03,1187.64,1,2,False,False,False,1187.64
ORD-1483,Program-E,Delta Avionics,Structural,2023-12-09,2024-01-23,2024-01-22,1132.61,50,-1,True,False,False,56630.49999999999
ORD-1484,Program-F,Northfield Machining,Fasteners,2023-12-29,2024-01-12,2024-01-17,4697.53,10,5,False,False,False,46975.299999999996
ORD-1485,Program-D,Aerostar Components,Avionics,2023-12-10,2024-02-08,2024-02-05,174.92,100,-3,True,False,True,17492.0
ORD-1486,Program-E,Northfield Machining,Electrical,2023-12-20,2024-02-03,2024-02-01,3973.34,25,-2,True,False,False,99333.5
ORD-1487,Program-D,Orbital Systems,Structural,2023-06-09,2023-06-23,2023-06-20,1505.05,5,-3,True,False,False,7525.25
ORD-1488,Program-C,Orbital Systems,Fasteners,2024-01-01,2024-01-31,2024-01-30,2970.24,50,-1,True,False,False,148512.0
ORD-1489,Program-A,Vantage Precision,Avionics,2023-04-03,2023-04-24,2023-04-27,3535.21,50,3,False,False,False,176760.5
ORD-1490,Program-B,Orbital Systems,Avionics,2023-10-13,2023-11-12,2023-11-13,274.99,1,1,False,False,False,274.99
ORD-1491,Program-C,Vantage Precision,Avionics,2023-10-08,2023-11-22,2023-11-22,1428.43,1,0,True,False,False,1428.43
ORD-1492,Program-D,Aerostar Components,Fasteners,2023-04-07,2023-05-07,2023-05-18,1713.23,25,11,False,True,True,42830.75
ORD-1493,Program-A,Orbital Systems,Structural,2023-12-31,2024-01-30,2024-01-27,3073.32,5,-3,True,False,False,15366.6
ORD-1494,Program-F,Delta Avionics,Avionics,2023-03-17,2023-03-31,2023-03-29,3403.1,50,-2,True,False,False,170155.0
ORD-1495,Program-F,Delta Avionics,Structural,2023-01-12,2023-02-11,2023-02-08,1449.87,10,-3,True,False,False,14498.699999999999
ORD-1496,Program-C,Aerostar Components,Electrical,2023-06-26,2023-07-26,2023-07-25,3076.74,10,-1,True,False,True,30767.399999999998
ORD-1497,Program-F,Vantage Precision,Fasteners,2024-07-22,2024-08-21,2024-08-23,1423.45,10,2,False,False,False,14234.5
ORD-1498,Program-D,Northfield Machining,Electrical,2024-02-11,2024-02-25,2024-03-05,2206.44,10,9,False,False,False,22064.4
ORD-1499,Program-B,Vantage Precision,Electrical,2023-02-17,2023-03-19,2023-03-31,1749.76,1,12,False,True,False,1749.76
